project_code,band_predictions,probabilties
2013.1.00260.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[4.783275288768579e-11, 0.132817977174339, 0.0005200263254281315, 8.00190037524897e-06, 0.7796797709191033, 0.08691474566964363, 5.612431161469665e-05, 3.3363010422374046e-06, 1.7350619518693783e-08]"
2013.1.01157.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[6.797009700666229e-10, 0.08269842286075764, 0.0023509861602404934, 5.5362389107955644e-05, 0.6247779534696688, 0.2899498765698252, 0.00015537717395356583, 1.1915317238799893e-05, 1.0537950816491957e-07]"
2019.1.00838.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.546035203173112e-09, 0.3933111875280981, 0.009424096666439794, 0.00012752674951111337, 0.5153042061092744, 0.08057843065037561, 0.001231757057583831, 2.252699290182064e-05, 2.646997831538539e-07]"
2022.1.00997.T,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.569991871479247e-08, 0.04163608275834134, 0.011425927617920629, 0.0004775458773492509, 0.5190265066361314, 0.42665684751879057, 0.0006918939925193968, 8.150738953175043e-05, 3.6525094974692234e-06]"
2018.1.00359.S,"[1, 10, 9, 5, 8, 4, 6, 7, 3]","[2.1345700828214607e-07, 0.33136339713350843, 0.027907886320235695, 0.0020923896835049085, 0.30988612720554426, 0.3250748995658356, 0.0033138251644453413, 0.0003516383066090464, 9.6231633061177e-06]"
2021.1.01081.S,"[1, 10, 9, 5, 4, 8, 3, 7, 6]","[1.2627963892889172e-05, 0.20631338402870325, 0.05420424826684926, 0.00946578841971047, 0.31707547416694104, 0.20713024943277483, 0.20117377441802367, 0.004312429523306519, 0.00031202377979747565]"
2017.A.00024.S,"[1, 10, 9, 5, 4, 8, 3, 7, 6]","[1.626954602089652e-08, 0.04391775424298147, 0.0029703167664179393, 0.00032435961102463375, 0.6548872119244563, 0.29347004143544764, 0.004389989636764398, 3.936673287726722e-05, 9.433804903959389e-07]"
2018.1.01687.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.4335115952052047e-08, 0.31629035107456566, 0.010442814026742355, 0.00026701822188595237, 0.5314685100121652, 0.13572886250818017, 0.0057498421125547336, 5.182638631285754e-05, 7.613224741395772e-07]"
2017.1.00301.S,"[1, 10, 5, 9, 4, 8, 7, 3, 6]","[6.2980928999979554e-09, 0.09391946584263895, 0.0008781720259977762, 4.7503426263622716e-05, 0.8249325704031281, 0.0792233990647097, 0.000934277988238404, 6.395490183305899e-05, 6.50049098643819e-07]"
2021.1.01650.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[4.314778208794298e-09, 0.4683003219936927, 0.009932143828076109, 7.018232277668515e-05, 0.4302513924067349, 0.08994449171773763, 0.0014934256333222575, 7.887716007222102e-06, 1.5006687234715667e-07]"
2017.1.01209.S,"[1, 10, 9, 5, 4, 7, 8, 6, 3]","[8.801408288442294e-07, 0.4840653691234759, 0.02574908249118538, 0.0023477059469540593, 0.20528922404937144, 0.1378091894954317, 0.14387871596567323, 0.0008154866385562936, 4.434614852353274e-05]"
2015.1.00308.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[2.6132423115081634e-07, 0.24302784805425862, 0.0249059015672635, 0.0057123818678365135, 0.27523151250608, 0.43068742100499585, 0.019649397466372787, 0.0007607601556788955, 2.451605328059723e-05]"
2018.1.01334.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[3.6847079857640996e-09, 0.5213239641283609, 0.013748835908761137, 0.0001285684253673174, 0.4140837682495959, 0.0487128142972141, 0.0019864674918527343, 1.509335784148587e-05, 4.844562986117556e-07]"
2017.1.01045.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.368243487315813e-09, 0.6056849343482922, 0.01089894948870725, 6.034142640693539e-05, 0.27688395260088194, 0.10408888236521506, 0.002362598464754314, 2.0123982859727975e-05, 2.1595464332034522e-07]"
2015.1.00141.S,"[1, 10, 5, 9, 8, 4, 3, 7, 6]","[6.247165441538801e-09, 0.04727288549339322, 0.0013836336013992537, 7.407120149867236e-05, 0.6200924707379089, 0.3303357676418064, 0.0007463071112093583, 9.414818497223827e-05, 7.097806482576867e-07]"
2017.1.00569.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.7521574886824298e-08, 0.1674626787172197, 0.004352022932219121, 0.00014027876137684414, 0.6879198399188837, 0.13908809541060158, 0.000963856725157462, 7.223907507068626e-05, 9.709378928707358e-07]"
2016.1.01015.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.896641044873521e-06, 0.05745818527171842, 0.008689189358942147, 0.001570493753163802, 0.903135093341185, 0.023888620512606856, 0.004631303918251765, 0.0005903340369914002, 3.4883166097123934e-05]"
2023.1.01558.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[9.82762856762267e-09, 0.5959585688584659, 0.007018303762130149, 0.0004270258061990823, 0.30563499631884533, 0.08783521170348195, 0.0030455893410845825, 7.954771200184855e-05, 7.466701656076493e-07]"
2019.1.01812.V,"[1, 10, 5, 9, 4, 8, 7, 3, 6]","[7.994514730001064e-08, 0.14371287374289912, 0.0009257429428428294, 9.78756581661568e-05, 0.7976179643340783, 0.05641352618436351, 0.0009755667919471955, 0.00025404441356299785, 2.325986993512633e-06]"
2015.1.00889.S,"[1, 10, 5, 9, 8, 4, 3, 7, 6]","[1.902036477623269e-08, 0.10477240119837275, 0.003434983361159097, 9.121189986588982e-05, 0.6781950813392588, 0.21175881713246483, 0.0014964307154005107, 0.00024985458764589937, 1.2007454674128765e-06]"
2015.1.00305.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.7583200260435515e-09, 0.2583757997662349, 0.00452725212877415, 0.0001377213950601242, 0.6040316107579798, 0.13112753854753137, 0.0017677234699950515, 3.201032820014009e-05, 3.3984790422524844e-07]"
2019.1.01382.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[7.436906603894524e-11, 0.5188539880368458, 0.002824459239620893, 2.66694187864466e-05, 0.42631919855696987, 0.051691167342128315, 0.0002820996660779204, 2.4072401207602924e-06, 1.0425080445195132e-08]"
2013.1.00070.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.981245629958498e-09, 0.17538797222827274, 0.004685638147581943, 0.00016398125435331912, 0.7179075752027739, 0.10139949187098879, 0.0004027491305648992, 5.2171741971479834e-05, 4.164422437591175e-07]"
2019.2.00072.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.5811615654791501e-09, 0.40793739281449687, 0.000480540651100789, 8.587105826623415e-06, 0.5589214439624787, 0.032276997696671986, 0.000370182480287826, 4.751488313979689e-06, 1.0221966334418866e-07]"
2012.1.00681.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[2.2635451720539074e-08, 0.03364153416277013, 0.004576080562441359, 0.0002742045654677274, 0.31236812612569365, 0.6484636513266837, 0.0005628864197058915, 0.00011186797638145845, 1.6262254038808695e-06]"
2022.1.00611.S,"[1, 10, 9, 5, 8, 4, 6, 3, 7]","[2.04725673451172e-06, 0.28016529449880484, 0.020738888014785878, 0.0029058265245305247, 0.27914781992586635, 0.3971978597988469, 0.017692006989002834, 0.0020527029151321207, 9.755407629906981e-05]"
2012.1.00001.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[7.938917274002144e-09, 0.5843264579760621, 0.0021861511494306895, 7.293575652423823e-05, 0.32488311997259606, 0.08750717777757626, 0.0009783680342667675, 4.512829684905736e-05, 6.53097776845275e-07]"
2017.1.01306.S,"[1, 10, 9, 8, 5, 4, 7, 6, 3]","[1.5802951600678744e-07, 0.538403051012402, 0.025726186054144035, 0.003161598248076395, 0.24667818695176638, 0.18329931837298502, 0.002535162185742009, 0.0001895362094432204, 6.802935923377053e-06]"
2018.1.01321.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[6.77187313625105e-11, 0.3920627777529829, 0.0006342828441792972, 1.557383777465274e-05, 0.5776510623540486, 0.029417760626217662, 0.00021755423956785767, 9.765837015650497e-07, 1.1693812279816171e-08]"
2016.2.00097.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[6.695884033722602e-08, 0.423605985008632, 0.0099342878370013, 0.0003122413734078064, 0.4187165562778863, 0.1441898092014627, 0.0031653292444135178, 7.386808509276578e-05, 1.8560132666268666e-06]"
2019.1.01422.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.8206842048447708e-06, 0.6211064044619566, 0.027478187903884965, 0.0006731264313369607, 0.2963784291784251, 0.04999970039725389, 0.004206539061731039, 0.00012597073267852735, 2.982114852632533e-05]"
2021.A.00022.S,"[1, 10, 9, 5, 4, 8, 3, 7, 6]","[3.909558212546974e-08, 0.17134548193080967, 0.008975508347437938, 0.0015133657351526556, 0.5824802775426905, 0.2194948220199304, 0.016023750308658005, 0.00016466888070418867, 2.0861390344831715e-06]"
2017.A.00026.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[1.551054434035887e-07, 0.2828105318907554, 0.011109810174844473, 0.001833105295261519, 0.43751233940242484, 0.2484835759906644, 0.017838770518816334, 0.00040361132255353446, 8.100299240099182e-06]"
2018.1.00126.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.6483569987807142e-08, 0.15046987878046117, 0.0014815562331210383, 8.743856935387356e-05, 0.732228995163831, 0.11516154188739364, 0.0005373982388989808, 3.247925719343997e-05, 6.953861779529004e-07]"
2016.1.01468.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[1.0829414751166934e-07, 0.08193012755969907, 0.02575738216267519, 0.002502081699970585, 0.35252182833957696, 0.5319696834326949, 0.0051276267744254965, 0.00018478207256223794, 6.379664250633547e-06]"
2018.1.01050.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.6045780861110247e-08, 0.3819190472610954, 0.005138355583629421, 0.00026378582442409306, 0.5152671000506681, 0.09474593700299343, 0.0026089932527927967, 5.534969442005059e-05, 1.4152842017560104e-06]"
2019.1.00720.S,"[1, 10, 9, 8, 4, 5, 3, 7, 6]","[1.6214560681232513e-08, 0.041036996646763205, 0.0022195572555760244, 0.0026722927532817796, 0.713651217027771, 0.23961142289925824, 0.0007451791998819728, 6.11073803001754e-05, 2.210622606620753e-06]"
2011.0.00217.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.4489044969842888e-09, 0.5387599806203832, 0.0012408859659306757, 4.415932366509395e-05, 0.41847057343797295, 0.04116337200558019, 0.0003107910461065707, 1.0055231851874372e-05, 1.799196116277024e-07]"
2017.1.01478.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.0371031147987056e-07, 0.13783533544926235, 0.014185795941721212, 0.001318027464399182, 0.5654278713043458, 0.27483124641082246, 0.005559407056860661, 0.0008312989489718346, 1.0813713301467173e-05]"
2016.1.00533.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.1532536917315916e-08, 0.26935557486917666, 0.0035630367014705604, 0.00018399318059585093, 0.6482368422519069, 0.07650848652585114, 0.002015531690329502, 0.0001343168923237127, 2.1863558099195623e-06]"
2018.1.01330.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.9710903435894767e-10, 0.050275903404427856, 0.001696078214012592, 2.5255539773004964e-05, 0.5184983930195488, 0.42936909221887365, 0.00011936083653169193, 1.58656787774183e-05, 5.069094684464967e-08]"
2023.1.00600.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[9.931738157690535e-08, 0.3513738054447805, 0.0028610368490640616, 0.00038845356642865303, 0.4163728222449478, 0.22807767110680047, 0.0008109615403519407, 0.00011178055161653988, 3.369378626620403e-06]"
2021.2.00059.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.97546847858649e-07, 0.5883527184904974, 0.046622259553971035, 0.0031951196034608617, 0.29477237605744766, 0.05673065154822016, 0.00993425328600001, 0.0003816846584573578, 1.0739255099677786e-05]"
2019.1.01741.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[6.021000317778025e-09, 0.35026865533826856, 0.012656532390642223, 0.0004453529903541775, 0.5446388860730814, 0.08978904709773207, 0.002172892986432999, 2.8212346280168795e-05, 4.147562088200573e-07]"
2021.1.01603.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[1.80300886662752e-09, 0.1360304748922244, 0.002668574869009923, 8.385434976373752e-05, 0.7673003237077941, 0.0912101007428045, 0.00268690351866945, 1.9630805684697242e-05, 1.3531104137968234e-07]"
2015.1.01037.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.2541626445484018e-09, 0.09020332272300788, 0.0018172475693044403, 0.00014105512762474222, 0.6906719993798356, 0.21671956539609974, 0.0004200516335818097, 2.6594164320020633e-05, 1.6275206511389065e-07]"
2013.1.01046.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[1.913052259198833e-06, 0.13011613863862925, 0.07991176975767704, 0.00803947157052244, 0.31863534045326536, 0.44840022782933303, 0.01283578982388394, 0.0019273719036157822, 0.00013197697081765295]"
2018.1.00458.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.0826929967199384e-10, 0.04114471519674873, 0.0005527589907969498, 1.1082351551821545e-05, 0.8957635950683135, 0.06239605663162522, 0.00012287406295369863, 8.900098909791117e-06, 1.7390833358007832e-08]"
2016.1.00232.S,"[1, 10, 5, 9, 4, 8, 3, 6, 7]","[8.948265922909667e-08, 0.13760786295956803, 0.006915306072711999, 0.0004168420005321959, 0.18772394455155178, 0.6568000455635198, 0.010087583611496111, 0.00044317159226736164, 5.154165690394775e-06]"
2017.1.00489.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[4.033520981547793e-09, 0.6670596515906971, 0.00558128878904291, 0.0001226840609883367, 0.2637416014136749, 0.061417630060866306, 0.0020531705375591487, 2.348755564059456e-05, 4.819580128965341e-07]"
2011.0.00645.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[8.307238813526692e-10, 0.33720488560159734, 0.0007879378342172674, 4.6766423080988747e-05, 0.34017434099239663, 0.3206334259036984, 0.001126365406993103, 2.619493880104045e-05, 8.206848826270603e-08]"
2016.1.00117.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[1.1125045269446388e-08, 0.050172172987535575, 0.005173256883917555, 0.0003722603765305925, 0.12185554672652178, 0.8202211998946276, 0.0021726511441304106, 3.216073672366201e-05, 7.401249711753903e-07]"
2019.1.00479.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[2.4150155190549696e-07, 0.045259786360153896, 0.00850652590565841, 0.0008911137034494937, 0.14969024046978707, 0.7916088570201235, 0.003359647111938833, 0.0006736489006473104, 9.939026688284769e-06]"
2019.1.00130.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.7502594991871352e-09, 0.5109067723520608, 0.0040257531039037285, 0.00043195386990834913, 0.34967144072522266, 0.13262234882073254, 0.0023082641661029495, 3.310582553758647e-05, 3.5838627083819574e-07]"
2011.0.00268.S,"[1, 10, 9, 5, 4, 8, 3, 7, 6]","[1.7544531860535988e-08, 0.18028288410515625, 0.005017121171609663, 0.0008426973625315758, 0.47447144350075643, 0.32281100778350924, 0.016411155999920348, 0.00016095680959491964, 2.7157223907383046e-06]"
2022.1.01376.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.1360008243636889e-07, 0.45667957833788037, 0.018310295658373346, 0.0018182411257173345, 0.4016126017485129, 0.11352586754798252, 0.007828151607042044, 0.00022189303755450483, 3.2573368563556873e-06]"
2015.1.00106.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.5098283792345807e-09, 0.25201976940979987, 0.002011798168181647, 7.60109286213391e-05, 0.6885871963347294, 0.05644851251472118, 0.0008015130544556567, 5.487119935721833e-05, 3.2488030555340525e-07]"
2019.1.01201.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.4235165873408702e-08, 0.48938962950868625, 0.020126134695415052, 0.0004155284497810919, 0.38494097633802565, 0.10166732867936054, 0.0033919818952291582, 6.741291049372317e-05, 9.932878462895367e-07]"
2023.1.01313.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.322594785579364e-09, 0.4790423391835288, 0.006332998107789135, 0.00011237707219748722, 0.41395496159773626, 0.09806860434872067, 0.0024622043045577535, 2.625629089953653e-05, 2.567719753529519e-07]"
2018.1.00081.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.1368481645845837e-09, 0.3821082663634586, 0.005169134757347693, 0.0002650339957065092, 0.4036068096270215, 0.20393367548392433, 0.004889025839206096, 2.781018992666314e-05, 2.4260656677430597e-07]"
2017.1.01318.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.2504344040697727e-10, 0.4455559022873576, 0.0022158007778913347, 2.864528078833153e-05, 0.4710888624270817, 0.08089018713593187, 0.00021822803997143865, 2.3609691058530447e-06, 1.2956827669505121e-08]"
2018.1.01679.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.652679202764226e-10, 0.10148311406149799, 0.0018213225701326297, 2.878740643521314e-05, 0.6504838680575186, 0.24594674063049232, 0.00021581544091165778, 2.029302965801484e-05, 5.8438092476414356e-08]"
2023.1.01066.S,"[1, 10, 9, 5, 8, 4, 6, 7, 3]","[6.700316125337714e-07, 0.4854777392351566, 0.042483666666635674, 0.003428048927647262, 0.20172377244357445, 0.2538316044090013, 0.01217731700149811, 0.0008502416753491153, 2.693960952660242e-05]"
2013.1.00397.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[4.721642505922349e-08, 0.3816497135111129, 0.012037692892746792, 0.0004493509425580051, 0.4358751077504065, 0.16659470393915862, 0.0032894859462851227, 0.00010065222273050868, 3.245578579742636e-06]"
2022.1.00141.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[6.35752197623301e-10, 0.4635300906910528, 0.0014906306250320083, 4.300684783428775e-05, 0.472269644650958, 0.061894374710001115, 0.0007617809224089052, 1.0382436095675156e-05, 8.848086316197825e-08]"
2016.1.01149.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.7778407335190717e-09, 0.3011664088099213, 0.005588452178846875, 0.000161606428389731, 0.5042074282537898, 0.18759980127037315, 0.0012410128091255336, 3.470193001709942e-05, 5.855416989407333e-07]"
2012.1.00474.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.647292478288724e-10, 0.5023654879198364, 0.0009581577112063199, 1.5626431565937598e-05, 0.40645345192026927, 0.08948856399697047, 0.0007095167185352543, 9.170814088383985e-06, 2.4222796522640983e-08]"
2012.1.00208.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.1025043384143419e-09, 0.4098187422213696, 0.0015927407856221561, 2.5683808934324197e-05, 0.4530609034422729, 0.13412853782837805, 0.0013594335609968824, 1.3682370118629727e-05, 2.748797996291844e-07]"
2021.1.00935.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[9.8437038392103e-08, 0.5537476141767723, 0.008519141908006393, 0.0004268424598455442, 0.3929052133474207, 0.041346560833417784, 0.0029476834193052303, 0.00010348887132834762, 3.3565468632969213e-06]"
2015.1.01198.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[6.794863780453234e-10, 0.5274874016264606, 0.002589362771877263, 4.1047238578319124e-05, 0.4113214314889319, 0.05784189450683525, 0.0007056689368688515, 1.3068768777704707e-05, 1.239821866384351e-07]"
2015.1.00624.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.954785132551757e-07, 0.314883922344218, 0.006433551521327747, 0.0003956994480911206, 0.5718222571229369, 0.10027241873895752, 0.005964810484870681, 0.00021817156376187992, 8.97329732457277e-06]"
2022.1.01739.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[4.9244442167963136e-09, 0.44922725392744656, 0.011600918877750973, 0.00042639617302812286, 0.4246025559039272, 0.11103776263375288, 0.003066439917056334, 3.819564072458507e-05, 4.72001870111166e-07]"
2015.1.00192.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.3356773065337448e-07, 0.07318113887705979, 0.012137823147091931, 0.0013285612090806606, 0.5413967336009596, 0.3678326834873118, 0.0037964808817742635, 0.00032023487011495564, 6.210358873212828e-06]"
2019.1.00618.S,"[1, 10, 9, 5, 4, 8, 3, 7, 6]","[1.168292776708547e-09, 0.2464590947946877, 0.0014445214623123328, 0.0001407277529120762, 0.4020278448666042, 0.3480799678906941, 0.0018341018192221219, 1.3651475273011348e-05, 8.877000071559765e-08]"
2017.1.00200.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.680210244636807e-08, 0.03501686906558928, 0.003112404061148024, 0.000241164569106234, 0.8125121401315162, 0.14803064963827522, 0.0010281057669223243, 5.671264732214422e-05, 1.917318018382039e-06]"
2021.1.01720.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.16340876187161e-09, 0.2545223144194739, 0.007904104854880547, 0.0007844545960963687, 0.470195003939158, 0.26565488932887443, 0.0009017308753384808, 3.6959092872783895e-05, 5.397298990797967e-07]"
2021.2.00147.S,"[1, 10, 9, 8, 5, 4, 7, 3, 6]","[3.5416921933974695e-07, 0.2638837738188648, 0.006776570542630102, 0.0028321228959576005, 0.498027353148165, 0.22562250134541656, 0.0024983222295729426, 0.0003452005292964776, 1.380132087430861e-05]"
2017.1.01177.S,"[1, 10, 9, 5, 8, 7, 4, 6, 3]","[5.54510466367938e-08, 0.7231873078462697, 0.05672634082402633, 0.0006855855131034845, 0.15243842480148995, 0.05500915817920791, 0.011798444796499422, 0.00015077976123026483, 3.902827124432743e-06]"
2022.1.00707.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.7361115590283186e-09, 0.520459402578163, 0.004431636640908676, 0.00019154855429784684, 0.3504260584877738, 0.12259640757346253, 0.0018828038558823075, 1.1989908373356176e-05, 1.5066502935358187e-07]"
2015.1.01136.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[4.046723424668348e-08, 0.36531341368423037, 0.015386647534378137, 0.0009054479182701325, 0.391790972835875, 0.21251814781557213, 0.014001944031979241, 8.173681598556344e-05, 1.6488964718426284e-06]"
2019.1.01664.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.1340620555678052e-08, 0.4660043922495023, 0.007355765595262724, 0.0004273451619677869, 0.3926563673237721, 0.13053900792292816, 0.0029542192877719544, 6.200898146374022e-05, 8.721367117284073e-07]"
2019.1.00771.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.3143674011911234e-09, 0.5291052829227972, 0.005000748768967978, 0.00010901684576036176, 0.39755719224412017, 0.06594752239412256, 0.002270099035944694, 1.0035951220052371e-05, 1.0052270082915003e-07]"
