project_code,band_predictions,probabilties
2022.1.01531.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.2299124824574657e-09, 0.060889068341937955, 0.0016446104551209053, 3.6585929674985564e-05, 0.8189847570562834, 0.11817605379813731, 0.000253687224516649, 1.5123420372477663e-05, 1.1254404176320025e-07]"
2013.1.01102.S,"[1, 10, 9, 8, 5, 4, 3, 7, 6]","[6.3918602079663874e-09, 0.04725455360078857, 0.0048920372730284715, 0.0004731694999232561, 0.7297274859358006, 0.21725969962529074, 0.00034844982378362717, 4.3946819355408224e-05, 6.510301693392122e-07]"
2018.1.00543.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[6.721322034819035e-10, 0.5955869067105827, 0.002945715290018972, 9.489352563524166e-05, 0.340583768459099, 0.05988187916020533, 0.0008972629213752883, 9.508540922735795e-06, 6.472003054116988e-08]"
2017.1.01444.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[4.638424309608362e-08, 0.14912201661540142, 0.0036358017683423473, 0.00039129202329921185, 0.6777003461414544, 0.16727882959658974, 0.0015404745896688966, 0.0003290329198257274, 2.1599611724983936e-06]"
2015.1.00851.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.720671574449687e-09, 0.4842994294289516, 0.007507528924721339, 6.65353748068373e-05, 0.4490313490259625, 0.05833834277596814, 0.0007415929706550032, 1.4982506690295108e-05, 2.3627157271343502e-07]"
2019.1.01509.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.8920043152971547e-08, 0.3181640421591564, 0.010527093240020925, 0.0002452457697710039, 0.5799156190612718, 0.08830732311462215, 0.002757248217213307, 8.230947544993629e-05, 1.1000424523259693e-06]"
2022.1.01058.S,"[1, 10, 5, 9, 8, 4, 3, 7, 6]","[5.789667901360455e-09, 0.062332632200215586, 0.002093797003366929, 3.736818926492923e-05, 0.6542598414386354, 0.2810859178269257, 0.00015136086117045286, 3.881517843687146e-05, 2.615123172933664e-07]"
2015.1.00392.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[4.071620361659108e-10, 0.08212375875014676, 0.0012604257173743647, 2.669838873811638e-05, 0.7940186652899388, 0.12233905634022677, 0.0002223177992206658, 9.045542737862247e-06, 3.176445651802239e-08]"
2021.1.00273.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.8566222734548484e-08, 0.1110447901228744, 0.0010494674020154482, 4.6715062269923466e-05, 0.5780630529571679, 0.30924773989193305, 0.0005044261936022316, 4.32628838702262e-05, 5.269200421384669e-07]"
2019.1.01804.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.2751705156941047e-08, 0.6261258141759194, 0.006525552859365097, 0.0002182610766123534, 0.3106930030138907, 0.05500126901826912, 0.0013567963569955225, 7.818123325555703e-05, 1.0995139859170576e-06]"
2016.1.00766.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.885450942779399e-09, 0.2996734586543961, 0.0015992558559649091, 0.00010803640241406963, 0.577230138805275, 0.12106410651570282, 0.00030050807996168495, 2.4275981752547907e-05, 2.1581908126931122e-07]"
2016.2.00133.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.896608657749717e-07, 0.5104100170695548, 0.03263851299504414, 0.001392026569079417, 0.2266721758337001, 0.22384524845433468, 0.004916612794295601, 0.00011950602015952988, 5.710602968738918e-06]"
2013.1.00487.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[7.410725307535831e-07, 0.04054533713846448, 0.015186281805424192, 0.0031720608106336643, 0.42077719404438374, 0.5146643502270237, 0.004351123960786335, 0.0012813556293409722, 2.1555311418759242e-05]"
2012.1.00304.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[6.947000546778782e-09, 0.2024134877479514, 0.0038961360683119465, 0.00013047413994650116, 0.654670072658724, 0.13754409163118844, 0.0013040226245951236, 4.1341940193194955e-05, 3.662420874630246e-07]"
2021.1.00960.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[8.416655270404437e-09, 0.44881410495287366, 0.04655845103095904, 0.0003298911191562974, 0.3697726378465381, 0.1296576345540789, 0.004832118358919692, 3.456345949054337e-05, 5.902613314545447e-07]"
2021.1.01366.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.9230227326546233e-08, 0.11081901367057288, 0.0026227683042624184, 0.0007943129315533125, 0.6236070121513608, 0.2603864764515559, 0.0015752407286669411, 0.00019227924295462488, 2.8572888488372048e-06]"
2015.1.01559.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.0304397698418898e-07, 0.5231721215551437, 0.025867945251632503, 0.002012305985393609, 0.37352107811732804, 0.0711359162308417, 0.004000945569019897, 0.0002786865199724395, 1.0897726690965165e-05]"
2019.1.01778.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[6.07907599938457e-08, 0.31603705439561447, 0.009123323876072047, 0.0012811738199256066, 0.549381100498694, 0.1141903871617184, 0.009827102046891249, 0.00015294696591638864, 6.850444409345199e-06]"
2013.1.00523.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[1.3412124624872132e-06, 0.07339176111292081, 0.03607992701401746, 0.0026178891730222957, 0.35487287397466594, 0.5156830730329196, 0.01575555108016458, 0.0015458187483419622, 5.176465148775388e-05]"
2018.1.01605.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.256306185134705e-09, 0.5252661854100905, 0.004318034407459318, 9.5671236003516e-05, 0.3711108079662236, 0.09769999181405704, 0.0014948562568336257, 1.4163019234101321e-05, 2.886337926932403e-07]"
2011.0.00236.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[8.649198358751308e-09, 0.15331819302478436, 0.002276902571505545, 4.9383320167779426e-05, 0.6213228412219517, 0.2220362741271407, 0.0009605786338391508, 3.5419742491537885e-05, 3.9870891893992297e-07]"
2021.2.00164.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[1.0430147810738625e-06, 0.2806471154026255, 0.007818065672015137, 0.0020353050559011663, 0.6110880005256818, 0.08512315755038417, 0.011463830812053913, 0.001777462630894882, 4.6019335663503165e-05]"
2011.0.00199.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.0610583012122584e-07, 0.24094878085313026, 0.005438508687744508, 0.0016912841231712958, 0.5469421609852869, 0.20246158504762976, 0.002369384291443503, 0.00014374527505977473, 4.444630704148401e-06]"
2016.1.01147.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[4.5378872051359037e-10, 0.10945893114912127, 0.00163102936510833, 5.191348068438465e-05, 0.6944667040754805, 0.19422740802835506, 0.00015636090466239093, 7.578214191229722e-06, 7.43286082629382e-08]"
2016.1.01206.S,"[1, 10, 9, 8, 5, 3, 4, 7, 6]","[5.556398991539416e-06, 0.027982375726864107, 0.03458594557407499, 0.01737861327799948, 0.6734054125495089, 0.22319843485478066, 0.01626905588325682, 0.006925267479519748, 0.0002493382550035902]"
2022.1.01558.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.307885214950209e-09, 0.08531789909962043, 0.002898745142800178, 8.320605167059631e-05, 0.6600404392374026, 0.25120505164500784, 0.00043667158006219985, 1.781570696523504e-05, 1.6922858504595505e-07]"
2013.1.00828.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.07777811969269e-10, 0.2317674534604483, 0.0011344732077795136, 1.9911363958329434e-05, 0.6371532760636601, 0.12886469019073654, 0.0010441118269230866, 1.602772508485096e-05, 5.5853629120415953e-08]"
2017.1.01093.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[7.990024021763099e-09, 0.9032046422483224, 0.008283601197767268, 0.00019685854872980696, 0.071729972074655, 0.015811177458138988, 0.0007576997777198525, 1.5565875090811237e-05, 4.748295551140013e-07]"
2013.1.01037.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.4223437412424698e-09, 0.177099198553346, 0.0006452890396200037, 3.1300536133505045e-05, 0.7385461168490304, 0.08357511501059635, 9.315437810808572e-05, 9.74798099654892e-06, 7.522982683170288e-08]"
2011.0.00396.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.0232154139125797e-09, 0.22003647612985347, 0.0024735419201054013, 5.1386265729689926e-05, 0.5314426532428354, 0.2457703607314074, 0.00021229367178860614, 1.312484869741995e-05, 1.621663700206025e-07]"
2011.0.00964.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[5.01624611332584e-10, 0.623184543097695, 0.0035245062681123662, 7.225074700274137e-05, 0.2689632363191663, 0.10325951997246248, 0.000989954768634378, 5.910261312725017e-06, 7.80639848575816e-08]"
2023.1.00340.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[8.373743911793866e-09, 0.20411819289118144, 0.006193254946040366, 0.00014446665430997284, 0.5470764979089727, 0.2408333185347636, 0.0015813888942226707, 5.21061298494357e-05, 7.656669126703077e-07]"
2018.1.00135.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.0321641030658458e-07, 0.5368996995284582, 0.007045611525026663, 0.0006921852935311373, 0.26639125345205683, 0.18559932395202505, 0.0032197559582699538, 0.00014716236288137894, 4.904711342031366e-06]"
2021.1.00800.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.286689797556295e-09, 0.2820028218408994, 0.0018296673584834108, 5.370462338795014e-05, 0.6360765300968132, 0.07822826304294368, 0.0017722441443285932, 3.6401253736739945e-05, 3.6435271909452254e-07]"
2015.1.00175.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[4.213657862540916e-10, 0.4898908797456081, 0.003154079498114646, 3.325967396662205e-05, 0.35602941645303526, 0.15026554055275665, 0.0006096970810186229, 1.7085816915341366e-05, 4.0757219936944184e-08]"
2013.1.00146.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.0048482336061993e-08, 0.46462874331622844, 0.02641300009824552, 0.00039594381759190076, 0.4056848720393816, 0.10087305921626545, 0.001938321772453463, 6.480536211173957e-05, 1.234329245599348e-06]"
2021.1.00982.S,"[1, 10, 9, 8, 5, 4, 3, 7, 6]","[7.052614806558579e-10, 0.07381161438804454, 0.010200545495250322, 0.00016969267857158075, 0.6148257274700291, 0.3008721592989796, 0.00010004958091088972, 2.0104558835925332e-05, 1.0582411504910668e-07]"
2015.1.00686.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[7.0566408903628144e-09, 0.05970688990082519, 0.008014244225399394, 0.00011973536452175682, 0.32849552113652786, 0.6033163592922629, 0.0002736047804747096, 7.316074881939283e-05, 4.774945299938688e-07]"
2019.2.00230.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.122475333188873e-07, 0.22079045783028306, 0.007187595438195618, 0.0007373525507927477, 0.4335828983670758, 0.3336300372778, 0.0038431128191573414, 0.00021917019588081466, 9.163273281232427e-06]"
2022.1.01644.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.1034210158191623e-09, 0.5817338037569102, 0.010401937461123922, 0.00016420447412401863, 0.34489142481732077, 0.06172742806857485, 0.0010683465325929036, 1.2738348807069112e-05, 1.1543712725998083e-07]"
2023.1.01245.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.732333209472701e-07, 0.13550890063203802, 0.014421171781278778, 0.0013201734896386222, 0.6466273039455921, 0.19841146816897814, 0.0033432599355819738, 0.00036220097620166147, 5.247837372283635e-06]"
2015.1.00041.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[5.993364445902094e-11, 0.0649720821065993, 0.000718603546131806, 1.1387228367484341e-05, 0.8280813559541341, 0.10615958494838662, 5.336040163010139e-05, 3.6147656528703967e-06, 1.0989162288552124e-08]"
2021.1.00403.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[4.363787978849303e-07, 0.01656833174805485, 0.00715936397344924, 0.004523771995852321, 0.43710260590731465, 0.5267261750443537, 0.006774665690288056, 0.001095842005150745, 4.880725673682621e-05]"
2021.1.00860.T,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[5.156031096343011e-09, 0.06268144341718865, 0.004188466097382864, 0.00012368899139456938, 0.8418538233300566, 0.09069133136185269, 0.0004393670884145963, 2.1507158407399745e-05, 3.673992704376223e-07]"
2018.1.00187.S,"[1, 10, 9, 5, 4, 6, 3, 7, 8]","[6.241014360887595e-05, 0.15236921774151502, 0.11340305136740453, 0.03424700817468435, 0.12116628751832725, 0.15692391984072773, 0.4106054605797786, 0.009820054394396588, 0.0014025902395552237]"
2021.1.00994.S,"[1, 10, 5, 9, 8, 4, 3, 7, 6]","[9.059246126219321e-10, 0.03040845460759743, 0.0016638465198023657, 2.807098287384406e-05, 0.6382929939526945, 0.32939556656878494, 0.00016809708028495528, 4.288698190025711e-05, 8.240014011683945e-08]"
2021.1.00452.S,"[1, 10, 9, 8, 5, 4, 3, 7, 6]","[4.650032734319147e-08, 0.10100751967631541, 0.03924085914256843, 0.0009252106842435726, 0.7075047430123355, 0.1507279111336949, 0.0004737047409668762, 0.00011643831286921462, 3.566796678157004e-06]"
2019.1.00853.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.3551456222751188e-10, 0.6640882883771815, 0.008841822598607257, 3.43719116690053e-05, 0.2456454334355272, 0.07999671221841512, 0.0013862610054618182, 7.082418088169461e-06, 2.7899530016271166e-08]"
2018.1.01309.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[1.0277574207133072e-08, 0.015220209176686806, 0.0019021918875339564, 0.00017026928916541152, 0.39673942150122216, 0.5851888495254277, 0.0006245335361596535, 0.00015387885475719453, 6.359514747684839e-07]"
2015.1.00695.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.0904421152838487e-09, 0.2604483891289655, 0.007557952141688139, 9.558121775429354e-05, 0.6425249936891517, 0.08867521736106014, 0.0006831375961169846, 1.4578532051035878e-05, 1.4924277367274073e-07]"
2016.1.01344.S,"[1, 10, 5, 9, 8, 4, 3, 7, 6]","[4.5995281419228114e-08, 0.11214674717426697, 0.00378307499214026, 8.072273534816603e-05, 0.5266843969921688, 0.35657598223953657, 0.0006345978750364117, 9.34337571434623e-05, 9.982390761388856e-07]"
2015.1.00449.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.539311478104025e-08, 0.1778867580954996, 0.002312917401849683, 8.175428736398445e-05, 0.6771835305775747, 0.142238333202409, 0.0002745756512718172, 2.168454351574346e-05, 4.308473982666982e-07]"
2015.1.01014.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[4.311809267654054e-09, 0.736690366938721, 0.001936089169123576, 5.802749660500531e-05, 0.22271903556430037, 0.03828441956603836, 0.00029201142150109076, 1.9551562065443484e-05, 4.939698371217662e-07]"
2015.1.00637.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[8.159181657832446e-08, 0.03410071899947403, 0.003298541369677393, 0.0005620380619177059, 0.6761135920454318, 0.2848612131809403, 0.0008255387681067579, 0.0002358011508288028, 2.4748318069476194e-06]"
2016.2.00088.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.126631451405795e-08, 0.2754272272248598, 0.0058246724179462596, 0.00022372051300848352, 0.38258231322448655, 0.3347225584919573, 0.0011208286256495284, 9.660562690736151e-05, 2.052608871140501e-06]"
2019.1.01320.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.4497115778057835e-08, 0.21678298595478973, 0.009772339008860688, 0.00048177804049341334, 0.46368343339811036, 0.3009805681975452, 0.008207786793736328, 8.844239724743179e-05, 2.641712103472772e-06]"
2015.1.01105.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[5.1896414122094714e-08, 0.3061403724777891, 0.017768784956539115, 0.0014187995355097562, 0.45036052521636777, 0.20761380407217656, 0.016527460661289642, 0.00016656251874071565, 3.638665171088413e-06]"
2021.1.00783.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[8.89985508723577e-09, 0.34553265222541313, 0.0031532545971862448, 8.578058059668123e-05, 0.43151012704543673, 0.21815884242066225, 0.0015093500655097786, 4.9407590261148976e-05, 5.765750774314015e-07]"
2017.1.01413.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.125785692296996e-09, 0.05819510992379939, 0.00420686091578091, 0.00024094319921260176, 0.6594963848441594, 0.27722328875939395, 0.0005978530444257852, 3.912714276912017e-05, 4.3004466990317164e-07]"
2012.1.00882.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.831126486854282e-10, 0.29383254916996016, 0.004266369791355537, 0.00015681525352297365, 0.600136846171844, 0.09969491766327819, 0.001904711178532466, 7.728365987572472e-06, 6.202240346008552e-08]"
2015.1.00086.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[8.515051912348017e-09, 0.3442161792863409, 0.002299194788462597, 0.0001313973265829124, 0.5605385891560384, 0.0898691260584974, 0.002895266318674704, 4.967029386376492e-05, 5.682564905451231e-07]"
2021.1.00769.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[7.394644149123015e-09, 0.3062662115436058, 0.006454690469936696, 0.0002018289491809753, 0.4025655326145356, 0.2832940909692091, 0.001183878220840051, 3.3338471875408375e-05, 4.213661778518519e-07]"
2022.1.01651.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[7.749987230077009e-09, 0.4109888250923252, 0.0020678016579573667, 0.00012146377552145666, 0.4668159544409462, 0.11902128575707668, 0.0009555778643471837, 2.8480975352037703e-05, 6.026864832714668e-07]"
2015.1.00860.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[4.031987092237987e-09, 0.3555782894067328, 0.002355521730904889, 8.807119680796626e-05, 0.5908943792041664, 0.05046350706429788, 0.0005887766644788457, 3.117997305701694e-05, 2.70727564670664e-07]"
2016.1.00052.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[7.4501044033967766e-09, 0.2752906280517078, 0.0041376764894628945, 0.0001414744202323112, 0.40331594697434026, 0.31358084423085153, 0.00348302109390845, 4.9942737256433634e-05, 4.5855213261663156e-07]"
2018.1.00974.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[5.243993580363434e-09, 0.466362785890113, 0.004738845227497185, 0.00010319703605870228, 0.45030985332121537, 0.07768547511661283, 0.0007800912488191242, 1.9407101209714538e-05, 3.3981448097620634e-07]"
2017.1.01149.S,"[1, 10, 9, 8, 5, 4, 7, 6, 3]","[8.621030444616261e-08, 0.41333504491724843, 0.1133306946292339, 0.0007910255193084427, 0.235963664452659, 0.23547021766464335, 0.000662991904001661, 0.0004336862724016304, 1.2588430199716793e-05]"
2022.1.00216.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.3881481218621934e-09, 0.13332391030745666, 0.0043619608276482934, 8.45148713175105e-05, 0.6012014971155288, 0.2601965830078835, 0.0008112403286516789, 2.0185577605144796e-05, 1.0657576303443865e-07]"
2022.1.00012.S,"[1, 10, 9, 5, 4, 8, 3, 6, 7]","[6.645814724514776e-08, 0.2231201008586064, 0.008343902318833314, 0.0021796824091989656, 0.3198476149004312, 0.4035557844984314, 0.0426739586919979, 0.00027313530935668445, 5.754554999430259e-06]"
2015.1.00625.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[8.578105994128287e-10, 0.4727736346794539, 0.00033399684289947925, 1.2850339293815324e-05, 0.44535944338989164, 0.08118962166221953, 0.00032643944036955504, 3.955919340728893e-06, 5.686871802427074e-08]"
2022.1.00810.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[6.490850666044717e-09, 0.4077696200455704, 0.0014570970143560186, 6.9446075895564e-05, 0.503778405956895, 0.08629418675779331, 0.0006183398652640531, 1.2661705996667185e-05, 2.3608737780047597e-07]"
2016.1.00777.S,"[1, 10, 9, 5, 8, 4, 6, 3, 7]","[1.2779430813803686e-05, 0.28288175599374515, 0.09913533020773879, 0.015734267971470286, 0.231996996739211, 0.31330933899893504, 0.05222709655284027, 0.00434673069292135, 0.0003557034123227202]"
2018.1.00581.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[3.353195196825771e-09, 0.16174471366832843, 0.0029963559315561265, 8.603835020198343e-05, 0.38860373718466873, 0.44356006547742216, 0.0029412505923854357, 6.758542172295392e-05, 2.5002052074001377e-07]"
2013.1.00096.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.7840273236711186e-10, 0.45417823476511765, 0.001573856392192026, 2.938804238650957e-05, 0.4663443248644612, 0.07697012633009236, 0.0008968886810936644, 7.076349259551342e-06, 1.0419699295044977e-07]"
2015.1.00016.S,"[1, 10, 5, 9, 8, 4, 6, 3, 7]","[4.281566113308938e-06, 0.33673982516658946, 0.049285733871483856, 0.00537536743801428, 0.15392030402327908, 0.40358570991491716, 0.042906780544053585, 0.007963572709049595, 0.00021842476650080862]"
2015.1.00019.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[4.5535607873790614e-09, 0.6850511174957515, 0.01332649414079992, 0.00032293221005085134, 0.20939508612582494, 0.08798749009912293, 0.0038805938862301863, 3.584376322346012e-05, 4.377254391021484e-07]"
2019.1.01603.S,"[1, 10, 9, 5, 4, 8, 3, 7, 6]","[3.961509874834948e-09, 0.03628902298650817, 0.0029022217709044787, 0.0003117150619859755, 0.5932653806335096, 0.3635549105826147, 0.0036240564074742224, 5.187403695449358e-05, 8.145585386184783e-07]"
2023.1.01710.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.5561530297416382e-08, 0.15348523563580263, 0.010283284866669955, 0.0006390927343331426, 0.7469896556574912, 0.08560829057048511, 0.002950796628711631, 4.2480809286869825e-05, 1.1475356875412572e-06]"
2017.1.00938.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.2047987358553575e-08, 0.12159045974164735, 0.04505939733958276, 0.000330682816558019, 0.5640004831108022, 0.2685268328180193, 0.0003594860451274384, 0.0001302516916160423, 2.384388662536632e-06]"
2013.1.00433.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[6.1963568623669905e-09, 0.25130200126363544, 0.008182428096621988, 0.00045245958863659314, 0.564949802445549, 0.16540316131402022, 0.009629288135519654, 7.988913849693214e-05, 9.638211667646354e-07]"
2017.1.01052.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[3.2782034881551558e-09, 0.5082398885575754, 0.02449047532767552, 0.0001571365014059677, 0.3444877755159765, 0.11423258993128375, 0.008356421996130839, 3.5229603211753304e-05, 4.792885355376772e-07]"
2018.1.00804.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[9.701804078142383e-08, 0.5552975556310779, 0.027654876810368007, 0.0008229277346425073, 0.2491601068605223, 0.16335323527828305, 0.0036413100347383112, 6.663865373005008e-05, 3.2519785977453468e-06]"
2019.2.00249.S,"[1, 10, 9, 3, 4, 8, 5, 6, 7]","[2.4155358941388066e-06, 0.005998775857251624, 0.014417091078038608, 0.019958263896745737, 0.04706956959552344, 0.8899679860948198, 0.019038629176131965, 0.003455867881920402, 9.140088367174302e-05]"
2015.1.00502.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.008583621014361e-08, 0.2656847108004162, 0.008464438421667123, 0.00012884931057929768, 0.37158179639883526, 0.3527993048492054, 0.001257395128270389, 8.232122594218429e-05, 1.1737792503114227e-06]"
2021.1.00341.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.3496034407397923e-07, 0.2826276042104861, 0.02819118587665476, 0.0025222148360371497, 0.35814540144126883, 0.3137551707155898, 0.01418263504833238, 0.0005518057712421445, 2.364714004388053e-05]"
2017.1.01176.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[6.246197355082554e-07, 0.6347128642756321, 0.05726383232764981, 0.0017346235139163407, 0.1565649395198767, 0.13105573074769103, 0.01827725805794889, 0.00037497747724393244, 1.514946030831772e-05]"
2023.1.01326.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.281071184604466e-10, 0.5488966534420933, 0.003839152411305175, 4.278237533343212e-05, 0.3727878415921145, 0.07352161384130501, 0.0009090625639736072, 2.8547444471297726e-06, 3.88013235419708e-08]"
2022.1.00664.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.412213379373141e-10, 0.2012536744992781, 0.00043098546949657735, 1.0993615646595733e-05, 0.6603982039669365, 0.13775900851599807, 0.00014412009603250565, 2.9747604890077165e-06, 3.893489992536183e-08]"
2016.1.01537.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.742842280536154e-08, 0.1339631336878978, 0.0020450640570706686, 0.0001352357085529555, 0.7060159890055755, 0.15705913612774508, 0.000685375078245092, 9.523762710730686e-05, 8.112793863751976e-07]"
2022.1.01460.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[4.973284915930482e-07, 0.06739173147557224, 0.008855712174273268, 0.0008985332360615176, 0.8344799858461239, 0.07982771421509446, 0.00808728921927491, 0.0004381573288512783, 2.0379176254032693e-05]"
2016.1.01284.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[6.68254973433689e-08, 0.05451513504495247, 0.008336903829528642, 0.000720601687398837, 0.6414528037221231, 0.29373524699738596, 0.001057516963724903, 0.00017945720474870958, 2.267724639532894e-06]"
2012.1.00496.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.3803699367269041e-08, 0.05824608012150648, 0.0038000176821205702, 0.0003654332913610108, 0.715157201561224, 0.22188374869547312, 0.00047209423563915494, 7.465970163564828e-05, 7.509073357752742e-07]"
2021.1.01197.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[7.773926641760609e-09, 0.4446776684996296, 0.008516528369881567, 0.00035234275167869315, 0.45515552402460735, 0.08845058783503351, 0.0028171157063467318, 2.965718190705068e-05, 5.67856989935334e-07]"
2016.1.00643.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.393932424871611e-09, 0.33302168541100374, 0.002680959917822484, 0.00010421676648220563, 0.5400452517442642, 0.12292164848732325, 0.0012129556660189509, 1.3115935583406687e-05, 1.6467756615867339e-07]"
2015.1.01395.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[8.02275950237483e-11, 0.4578741791075488, 0.0008977713971627892, 1.5944219311006437e-05, 0.46706437424137087, 0.0737281041469811, 0.0004167892426830348, 2.794662717885397e-06, 4.290199776451683e-08]"
2016.1.00132.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.66762514986594e-07, 0.7421918495284386, 0.0073686425541873496, 0.0003708940729223605, 0.22411504881796876, 0.024800618872882728, 0.0009983354624845937, 0.00014659929112981562, 7.744637472152733e-06]"
2015.1.01363.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.2565660547944665e-09, 0.3467380819138232, 0.0016981218152025675, 3.2615668316755715e-05, 0.5563696312692815, 0.09497974092074542, 0.00017699171754536954, 4.7586881743346665e-06, 5.6750339454519985e-08]"
2022.1.01268.V,"[1, 10, 5, 9, 8, 4, 7, 3, 6]","[1.2449267545967704e-07, 0.20565662616744818, 0.0013497507016319529, 0.00021861426460140408, 0.7253495444151183, 0.06597947685973554, 0.0011642284701864028, 0.00027749769436116067, 4.13693423941682e-06]"
2017.1.01185.S,"[1, 10, 5, 9, 8, 4, 7, 6, 3]","[5.088224638736485e-10, 0.4704092825963968, 0.0013719068850381602, 1.5395347299220426e-05, 0.455001338532389, 0.07262667698420286, 0.0005579589801615239, 1.736226587337989e-05, 7.789981565269215e-08]"
2016.1.00426.S,"[1, 10, 9, 8, 5, 4, 3, 6, 7]","[3.0099174107554074e-07, 0.012460944985175462, 0.0057612240189594335, 0.002428134865850881, 0.11177720804400013, 0.8664283293323054, 0.000814390354127773, 0.00031835394600896204, 1.1113461833425195e-05]"
